8.500000 1.295077 1.194349 1.101049 1.028831 2.796124
8.600000 1.280829 1.194744 1.114324 1.034891 2.722414
8.700000 1.288272 1.187216 1.131337 1.026339 2.772562
8.800000 1.283845 1.181215 1.134928 1.050093 2.780664
8.900000 1.281813 1.177079 1.125461 1.043329 2.733946
9.000000 1.279562 1.223614 1.123243 1.059475 2.729521
9.100000 1.291764 1.198517 1.132355 1.043224 2.810605
9.200000 1.282598 1.212395 1.133682 1.068980 2.760138
9.300000 1.290529 1.235480 1.117347 1.069244 2.734423
9.400000 1.285649 1.211918 1.144913 1.058248 2.793381
9.500000 1.285247 1.224776 1.168932 1.071650 2.742497
9.600000 1.280625 1.223238 1.171885 1.072071 2.792664
9.700000 1.295340 1.205447 1.177342 1.077172 2.749657
9.800000 1.295996 1.227070 1.160862 1.078450 2.720551
9.900000 1.295008 1.233793 1.174123 1.102115 2.756658
10.000000 1.298729 1.227212 1.165769 1.114502 2.767355
